the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,22,NA,19147,6073,25190,2021-12-03 16:00:01,36228,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,23,NA,19139,3777,18561,2021-12-03 16:00:01,41271,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,24,NA,19124,6216,30770,2021-12-03 16:00:01,66691,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,25,NA,19142,2637,11959,2021-12-03 16:00:01,29595,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,26,NA,19118,1177,4867,2021-12-03 16:00:01,9808,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,27,NA,19122,2393,11272,2021-12-03 16:00:01,21653,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,28,NA,19123,2986,10148,2021-12-03 16:00:01,13416,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,29,NA,19130,4901,16464,2021-12-03 16:00:01,24870,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,30,NA,19116,3044,14743,2021-12-03 16:00:01,33112,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,31,NA,19129,1430,5764,2021-12-03 16:00:01,10975,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,32,NA,19140,5182,23989,2021-12-03 16:00:01,54133,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,33,NA,19134,5744,26026,2021-12-03 16:00:01,60675,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,34,NA,19145,5224,26924,2021-12-03 16:00:01,47261,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,35,NA,19121,3476,17217,2021-12-03 16:00:01,36572,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,36,NA,19107,2812,10224,2021-12-03 16:00:01,14875,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,37,NA,19150,2090,11352,2021-12-03 16:00:01,23378,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,38,NA,19131,3556,17399,2021-12-03 16:00:01,43172,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,39,NA,19102,1164,3672,2021-12-03 16:00:01,4705,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,40,NA,19148,6532,31583,2021-12-03 16:00:01,49732,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,41,NA,19115,3386,17796,2021-12-03 16:00:01,33207,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,42,NA,19136,3337,17113,2021-12-03 16:00:01,40647,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,43,NA,19103,4714,16022,2021-12-03 16:00:01,21908,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,44,NA,19106,2390,7511,2021-12-03 16:00:01,11740,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,45,NA,19141,2632,12840,2021-12-03 16:00:01,31376,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,46,NA,19137,847,3740,2021-12-03 16:00:01,8638,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
